ID,URL
357,https://www.artofmanliness.com/people/social-skills/human-hacking-social-engineering/
358,https://www.artofmanliness.com/people/social-skills/page/2/
359,https://www.artofmanliness.com/people/social-skills/page/3/
360,https://www.artofmanliness.com/people/social-skills/page/5/
361,https://www.artofmanliness.com/skills/outdoor-survival/how-to-measure-remaining-sunlight-with-your-hands/
362,https://www.artofmanliness.com/skills/outdoor-survival/how-to-escape-a-rip-current/
363,https://www.artofmanliness.com/skills/outdoor-survival/podcast-907-how-to-read-a-tree/
364,https://www.artofmanliness.com/skills/outdoor-survival/how-to-make-a-torch-an-illustrated-guide/
365,https://www.artofmanliness.com/skills/outdoor-survival/how-to-survive-a-mountain-lion-encounter/
366,https://www.artofmanliness.com/skills/outdoor-survival/podcast-902-how-to-survive-any-worst-case-scenario/
367,https://www.artofmanliness.com/skills/outdoor-survival/what-drowning-really-looks-like/
368,https://www.artofmanliness.com/skills/manly-know-how/how-to-gird-up-your-loins-an-illustrated-guide/
369,https://www.artofmanliness.com/skills/page/2/
370,https://www.artofmanliness.com/skills/page/3/
371,https://www.artofmanliness.com/skills/page/31/
372,https://www.artofmanliness.com/skills/how-to/how-to-take-out-a-sentry/
